"id","Plate","Plate Rep","Genotype","Salt","Microbes","Row","Column","lon","lat","conc_corrected","BZT_percent_d","X10.FN","od600","od750","BZTalanine","glycosylatedBZT","BZTacetylalanine","aniline","amino_3_phenol","phenazine","methylBZT","methoxyBZT","km","density"
"10.2.A2",10,2,"Cnp","0.8","No","A",2,78.934218,43.938637,0.0608823684583584,93.9117631541642,8,0.055,0.048,0,1.03221830457799e-11,0,3.86741521047433e-12,0,0,1.01512313287045e-11,0,48.0741339060017,6404.05077211101
"10.2.D2",10,2,"Cnp","0.8","Yes","D",2,78.934218,43.938637,0.0770225836044584,92.2977416395541,10,0.0515,0.044,9.16889782008424e-12,0,1.34894241254007e-12,1.36741949642514e-11,0,0,0,1.10003470625188e-12,48.0741339060017,6404.05077211101
"11.1.B2",11,1,"Stn","0","No","B",2,78.702247,44.281094,0.0683731175961005,93.16268824039,6,0.13,0.1095,0,7.11852507089617e-12,0,5.40224894459101e-12,0,0,5.39834823942122e-12,1.15872950670116e-11,88.6683329528279,868.814031163823
"11.1.B5",11,1,"Brk","0","No","B",5,78.978165,44.120014,0.123904493579876,87.6095506420124,3,0.0425,0.0395,0,6.39211274305716e-12,0,9.08975176780106e-12,0,5.96318656911038e-12,4.28129282466507e-12,1.0469972973761e-12,61.2891573433552,1777.91505391307
"11.1.C2",11,1,"Stn","0.8","No","C",2,78.702247,44.281094,0.0445497988335663,95.5450201166434,3,0.042,0.043,0,6.16494801310002e-12,0,2.36752752189472e-12,0,1.12583059505589e-12,5.95640472130354e-12,1.72495475538054e-12,88.6683329528279,868.814031163823
"11.1.C5",11,1,"Brk","0.8","No","C",5,78.978165,44.120014,0.109701156830467,89.0298843169532,5,0.045,0.0435,0,3.73749059898815e-12,0,1.15850603709276e-11,1.2847280546113e-11,7.5290202658484e-12,5.9913111413691e-12,5.04855503486878e-13,61.2891573433552,1777.91505391307
"11.1.D2",11,1,"Stn","0.8","Yes","D",2,78.702247,44.281094,0.0591917621158512,94.0808237884149,1,0.1645,0.14,0,0,0,1.06663817527523e-11,0,1.16105702440725e-12,7.03138937614034e-12,3.25535816665956e-12,88.6683329528279,868.814031163823
"11.1.D5",11,1,"Brk","0.8","Yes","D",5,78.978165,44.120014,0.125034942721092,87.4965057278908,0,0.0475,0.0465,0,7.52404237286989e-12,0,2.93950027686511e-11,0,7.24920577241626e-12,1.14549233571805e-11,2.84552595682107e-12,61.2891573433552,1777.91505391307
"11.2.A2",11,2,"Stn","0","Yes","A",2,78.702247,44.281094,0.0770225836044584,92.2977416395541,5,0.1265,0.102,8.13273860990266e-12,7.59798408754543e-12,1.14200778029748e-12,9.42512894243367e-12,0,0,0,0,88.6683329528279,868.814031163823
"11.2.A5",11,2,"Brk","0","Yes","A",5,78.978165,44.120014,0.151799083217857,84.8200916782143,3,0.046,0.044,0,4.59424027455704e-12,0,8.36055241313869e-12,0,3.43383835518206e-12,8.31258807572858e-12,6.86959869441155e-13,61.2891573433552,1777.91505391307
"12.1.A1",12,1,"Arb","0","No","A",1,79.7485,43.4353,0.155193006966384,84.4806993033616,3,0.0635,0.054,0,4.68541299251912e-12,0,3.40210739481662e-11,0,0,6.48036265941012e-12,1.45659822088463e-11,38.1731833599356,7263.83274172874
"12.1.A4",12,1,"LnH","0","No","A",4,81.305495,44.900322,0.0944696165935485,90.5530383406451,3,0.0535,0.0495,1.50701769935824e-10,1.35258410206636e-11,0,9.48975352071226e-12,9.5222206536231e-12,0,4.54127096102587e-12,4.73749849795373e-13,206.742414009813,980.562926514353
"12.1.A6",12,1,"Mnt","0","No","A",6,76.7704,42.98299,0.1117767083395,88.82232916605,4,0.042,0.039,0,1.08448486306789e-11,1.12164432692608e-12,1.20645796190813e-12,8.65957012466635e-12,0,1.74061760280841e-11,4.75644849194555e-13,224.368275312104,1575.11063515688
"12.1.B1",12,1,"Arb","0","Yes","B",1,79.7485,43.4353,0.131139699402819,86.8860300597181,2,0.059,0.05,0,0,0,5.16432563400252e-12,0,2.00716094091694e-11,0,7.02372011171358e-13,38.1731833599356,7263.83274172874
"12.1.B4",12,1,"LnH","0","Yes","B",4,81.305495,44.900322,0.0877006173264355,91.2299382673565,2,0.058,0.0515,0,4.85199153764512e-12,1.52276750362385e-12,5.82230870340189e-12,1.27453180020963e-11,0,4.11706099495141e-12,1.16475147647478e-11,206.742414009813,980.562926514353
"12.1.B6",12,1,"Mnt","0","Yes","B",6,76.7704,42.98299,0.0555840422844929,94.4415957715507,2,0.0425,0.041,0,1.27375149138529e-12,1.32377047678956e-12,5.5917940520138e-12,9.18683122669382e-12,0,0,9.33258950644719e-13,224.368275312104,1575.11063515688
"12.1.C1",12,1,"Arb","0.8","No","C",1,79.7485,43.4353,0.0575423761097847,94.2457623890215,3,0.056,0.047,1.03108962488258e-11,0,0,2.67217278315986e-11,0,0,0,3.70141143154683e-13,38.1731833599356,7263.83274172874
"12.1.C4",12,1,"LnH","0.8","No","C",4,81.305495,44.900322,0.0316191078081461,96.8380892191854,2,0.055,0.05,0,0,0,1.04429660503216e-11,0,4.14617587951413e-12,0,2.63563699852505e-12,206.742414009813,980.562926514353
"12.1.C6",12,1,"Mnt","0.8","No","C",6,76.7704,42.98299,0.0438643536324697,95.613564636753,2,0.063,0.0545,0,9.98503916036286e-13,0,8.89510253802593e-12,0,0,0,2.29853123148805e-12,224.368275312104,1575.11063515688
"12.2.C1",12,2,"Arb","0.8","Yes","C",1,79.7485,43.4353,0.103527214767874,89.6472785232126,2,0.0505,0.0445,0,4.44472456616118e-12,0,5.53740332440487e-12,0,0,6.38475092746468e-12,1.30093171879012e-12,38.1731833599356,7263.83274172874
"12.2.C4",12,2,"LnH","0.8","Yes","C",4,81.305495,44.900322,0.104730772080485,89.5269227919515,1,0.0475,0.044,0,8.44793416251458e-12,0,8.14879352143138e-12,0,0,9.71836401638364e-12,1.05486993294973e-12,206.742414009813,980.562926514353
"12.2.C6",12,2,"Mnt","0.8","Yes","C",6,76.7704,42.98299,0.108867762733417,89.1132237266583,5,0.0415,0.04,1.27183041130016e-11,4.39652881096422e-12,0,3.11665563330021e-12,0,0,1.05815053799897e-11,0,224.368275312104,1575.11063515688
"15.1.A1",15,1,"Cmb","0","Yes","A",1,79.975472,43.493389,0.0677308654032157,93.2269134596784,5,0.3295,0.3225,0,5.12441143346856e-12,8.35744524578443e-13,1.96681245995913e-11,0,0,1.49993452266984e-11,9.34430537477325e-13,50.9720032175339,1443.29131846514
"15.1.C1",15,1,"Cmb","0","No","C",1,79.975472,43.493389,0.173498689109285,82.6501310890715,2,0.045,0.0435,0,9.06471614579476e-12,0,6.3737343785415e-12,8.04652688727383e-12,2.80066808470497e-12,5.39790200025465e-12,6.99100160504774e-13,50.9720032175339,1443.29131846514
"15.2.A1",15,2,"Cmb","0.8","No","A",1,79.975472,43.493389,0.0670918989874674,93.2908101012533,7,0.053,0.0495,0,9.8100336416318e-12,0,5.44038354243372e-11,0,1.14728954980953e-12,9.89151094131199e-12,7.05595686079754e-13,50.9720032175339,1443.29131846514
